arsenic,cadmium,lead,mercury
0.061,0.13,0.017,0.010485387741923154
0.015838091294433206,0.078,0.0027704963722576187,0.0037621089395167054
0.013709586539399245,0.078,0.0031734029168125556,0.005313066960864217
0.064,0.0028160512770098334,0.095,0.00871634210906175
0.063,0.0025056498662753327,0.11,0.010947474866150957
0.009896126454626807,0.247,0.018,0.0044488465236698135
0.087,0.285,0.537,0.0037355657250179664
0.215,0.079,1.192,0.023
0.028,0.036,0.026,0.0063106908756948
0.02,0.029,0.024,0.006281851326157604
0.029,0.004,0.007,0.005331022963913096
0.012436638655632522,0.00342846936534019,0.0011141183636947383,0.0033311849647020293
0.0006689898289121334,0.022,0.028,0.002208540452931096
0.03,0.084,0.011,0.0062765794485809216
0.017,0.065,0.011,6.566639200832014e-05
0.03,0.109,0.011,0.004439585917786504
0.017,0.172,0.017,0.003767574778296885
0.027,0.073,0.01,0.008468850734678965
0.007377311628744537,0.09,0.011,0.005568092898441948
0.0021772260930647998,0.061,0.009,0.009537636155640475
0.02,0.088,0.016,0.003556345830858563
0.010162357170423394,0.002301896579992315,0.001437124525690008,0.005221374516236296
0.065,0.003151180796586283,0.003751460693695754,0.008681652059642313
0.01238915252705413,0.137,0.0025821956098997577,0.010171556604372195
0.0107213012039339,0.0030365476748074483,0.000832214077682607,0.000618365653096709
0.0057135167365004345,0.0019731326385447547,0.0022861479857700933,0.008748360508411683
0.017,0.023,0.022,0.007394722030061751
0.114,0.025,0.053,0.016
0.00983826686056079,0.0003284075326765641,0.003622590601034608,0.000207831924547058
0.059,0.051,0.094,0.0015082424967176227
0.0092754121453656,0.025,0.012,0.008731128836724479
0.077,0.047,0.01,0.0031085010460048064
0.069,0.054,0.079,0.0017525043892340116
0.173,0.043,0.187,0.007886631068107573
0.039,0.083,0.054,0.0008774717891730892
0.0016343567066532216,0.003055096829451743,0.0025503338143530625,0.0022713590760409636
0.0038237667465846367,0.0014657449921724917,0.0003455254571446735,0.0017106632391964062
0.084,0.00031878648125862073,0.086,0.0017414526358112872
0.008298762419598333,0.001899744008938404,0.0006997444047581403,0.005767591329397867
0.092,0.00039884702855512314,0.0015050162989344237,0.001442571549449592
0.002638779164538329,0.0011926636039799221,0.003410422256777314,0.005911036022771743
0.144,0.0037607743881025867,0.0011574331645376964,0.004805315419800645
0.056,0.0011902355251344466,0.002027558263279329,0.009352196456616299
0.062,0.0013893619817265668,0.0011732061823973533,0.005580650340766999
0.053,0.0022294586744419226,0.0034773630009128833,0.005191169588418767
0.083,0.0005002413863584506,0.00014955761574214456,0.010649133792322574
0.24,0.633,0.446,0.018
0.052,0.015,0.08,0.0032303995953488927
0.056,0.034,0.163,0.004691141383632942
0.015391075383785317,0.0023628742783684724,0.05,0.010692152051566248
0.012564269981989479,0.003892132416640144,0.053,0.010360536653247886
0.093,0.0035311298946828014,0.085,0.0015346277471802155
0.094,0.0011585929160581202,0.104,0.010297862758949177
0.636,0.048,0.659,0.012
0.073,0.0017871935872881078,0.1,0.008434292510628926
0.119,0.0004011125708355241,0.184,0.0038643687030607936
0.006563548109289736,0.0003140087029749634,0.0022171614096199244,0.007053720710859688
0.010144975814336887,0.0037090243092337124,0.05,0.003646029987377834
0.014372411522858577,0.002812687241707228,0.0002697537021864429,0.002261141447807518
0.076,0.0028448352906284484,0.139,0.0025863150773022944
0.007014484451182067,0.00048402453141959214,0.0014658387674635863,0.010277675389087087
0.005714882610490127,0.0010396339808192354,0.00014704707945679109,0.010973035302060348
0.005657710050614203,0.0004991426071499556,0.0013506026857726635,0.010334001472304889
0.007808709764531221,0.0011947754959556556,0.003284187683292223,0.001186326723367087
0.007570696813261863,0.00342485463812204,0.0016477488616847178,0.008617501534160042
0.013791695724097114,0.015,0.028,0.005545494206553188
0.008380264690319373,0.0036973047957483134,0.0014364827754746146,0.00218800786938446
0.0022994086537188015,0.0010964965234119069,0.0014558775713224854,0.006931968101723082
0.015978504288122072,0.0038564408098854587,0.002771833678143967,0.010651948494812167
0.0024454797961144053,0.0010994991703356242,0.0023054324312168487,0.0012148951051192364
0.00573939963928844,0.0028146641947345025,0.0008573727877125919,0.005366303853902718
0.003927579033816196,0.0014448373862221081,0.0005263208192528648,0.008731329820168023
0.091,0.0014741105055662937,0.0015846348784538003,0.01087398910679812
0.059,0.0030944747306834008,0.0012980209298239216,0.0004815033504972276
0.061,0.0033486828037441927,0.0011192559895618097,0.006284982862936396
0.004753502151026165,0.0011841052849101818,0.002603821140987789,0.005238672682564382
0.014424243889465733,0.0009922206183973273,0.002181774542452425,0.0005223048354466209
0.692,0.427,1.266,0.022
0.056,0.105,0.108,0.014
0.012429240782113504,0.0019292297060784446,0.0004524932543211238,0.0086984024270174
0.015922669954609732,0.0027249906925625044,0.0024990544243437174,0.00758159861762458
0.004701467673291152,0.0018657802023305404,0.0013359433859734988,0.009504575429439948
0.0014216969989043183,0.00028514274041779554,0.0032041012373070004,0.0011739208853796662
0.009632052627069808,0.0027692419392073386,0.0010799157392143686,0.00163602479955308
0.0032072450140988363,0.0002878757549186548,0.0017809385591947633,0.009026435418350668
0.0030259138806713252,0.000994498396122398,0.003444684449977813,0.0007897986217212892
0.0033516331149602385,0.0012640938935145245,0.0022706949765518535,0.00026100383837686066
0.338,0.268,1.136,0.0021737185309809244
0.193,0.286,0.663,0.0038763924441297024
0.067,0.001890286129488667,0.0012926264974486164,0.000981766422145661
0.014694303540424034,0.0032269538068452033,0.003141764066659555,0.0026798546933747723
0.00417671375007127,0.005,0.013,0.002515992991440627
0.005744950498641785,0.003449043901273401,0.0028546373240596877,0.00735042223411666
0.08,0.00018570224038401718,0.001901059191829913,0.002456370884627329
0.015796490520294047,0.0031592032103443758,0.0007685451018664704,0.0077337129127761865
0.002300360417053504,0.0025834587204746464,0.003164476396698336,0.0074086171121116595
0.007331311665210377,0.0022192377430435978,0.124,0.008143706361869467
0.058,0.0038164637700785274,0.195,0.0013357554428008443
0.066,0.0032351934375993087,0.116,7.902917545868448e-05
0.0017473066496606596,0.0021659469241408096,0.074,0.001191313014141635
0.155,0.009,0.738,0.00046964448961410384
0.008740837926592008,0.0029014500068390344,0.0017172423518532671,0.010849970868085864
0.006289226825313167,0.002923505827837362,0.003157159188363762,0.002054175008049085
0.012545461453510843,0.003881092615228658,0.0026692533037904003,0.009345120733620415
0.00044196605031136647,0.002781102443883041,0.002605853071931677,0.004351899582025859
0.045,0.117,0.06,0.0023245511350019564
0.008010526945281789,0.08,0.061,0.009481414233583996
0.055,0.057,0.014,0.004141085262290254
0.011116214071577079,0.00038040868153558496,0.0036612210951472474,0.010684418451157075
0.00826301612417265,0.0004146971821586174,0.0028966487357638205,0.005630619162793601
0.037,0.015,0.008,0.010052869204029568
0.104,0.025,0.019,0.001550365438390317
0.02,0.007,0.041,0.003236958978433828
0.021,0.0013964984370118114,0.04,0.008527113780988981
0.025,0.009,0.014,0.006967255746821619
0.042,0.058,0.037,0.0006213626766295912
0.0046485090138795775,0.002714769103259374,0.002713836978326154,0.006090239634349812
0.0017988678653767655,0.0038052358660084122,0.003299123740248072,0.004918957205766908
0.0021229186666084222,0.0025486570515304086,0.003241371791276285,0.0006896267950794091
0.0159620752999088,0.002318742999447179,0.0035308061423819322,0.00028900461534312236
0.006620325819540659,0.0009592136207922347,0.0016437709940208488,0.006247064672888533
0.023,0.158,0.033,0.00039305394874684463
0.005955983975133249,7.910821891073816e-05,0.0004643859471422349,0.009467682950343522
0.007624850340476235,0.000650525934793961,0.0019461234255985637,0.006525979751533598
0.162,0.061,0.257,0.00695581226997701
0.01201245196644568,0.0012420437196173286,0.0026943162028402142,0.0036159037447156812
0.0030072210147680458,0.0017893005531299426,0.0008405641835921016,0.0051029142532720145
0.011672286893397112,0.0032085100049006124,0.0008153063554342492,0.00023812941790320706
0.235,0.033,0.171,0.0009487954645289693
0.034,0.178,0.023,0.013
0.023,0.077,0.022,0.008846049463409075
0.027,0.08,0.019,0.011
0.035,0.137,0.022,0.018
0.062,0.006,0.007,0.009852356688829373
0.112,0.006,0.007,0.0024378440847371745
0.104,0.006,0.007,0.008516218898120567
0.149,0.005,0.012,0.00750846004128813
0.008164913658246965,0.0002685919443358613,0.0025644130674130567,0.007658499288560351
0.065,0.044,0.01,0.006439154649660216
0.076,0.024,0.079,0.00693571910971594
0.005021084696340258,0.0032701892103299593,0.0026657297425088863,0.002832464450198444
0.002878868988253851,0.0013292867088440833,0.0009428397154953144,0.0015919074719722647
0.094,0.0029768989521269007,0.002055509108886599,0.008046823635093578
0.081,0.00391882929323749,0.002340234370362548,0.0002638359599375116
0.043,0.0013662182012482069,0.004,0.00665769380904596
0.046,0.052,0.058,0.0055396448420379696
0.047,0.016,0.101,0.01077949777665168
0.052,0.021,0.09,0.007874759673285707
0.076,0.064,0.0028150109748858046,0.003825024694949536
0.0030178700974459963,0.069,0.0006567106698432764,0.004449118398050631
0.0045978180042034805,0.0024886739770992815,0.0021312984438408493,0.009662881397449008
0.02,0.007,0.008,0.005290947128916499
0.009274671356864392,0.00197503218530281,0.0007545555655785425,0.006232034603379815
0.005160747044849298,0.00017775432533792613,0.02,0.005858762679848987
0.006922210710272348,0.001572298474129307,0.00033342744796062006,0.007539186537949927
0.0130707944315273,0.027,0.01,0.007908206792314474
0.022,0.077,0.012,0.0051984350942163035
0.024,0.077,0.007,0.0004583875489223732
0.055,0.029,0.01,0.00120035054733725
0.288,0.092,0.124,0.005211494839337284
0.119,0.114,0.017,0.00934750416135371
0.105,0.124,0.014,0.007393262202558628
0.068,0.0025988717146484125,0.0006630595928015857,0.0005116636240487532
0.0007980280174096511,0.00024502003269601856,0.003910857337360065,0.0005204744052392958
0.089,0.0038861680703386517,0.0006537917778597877,0.0009549588448493679
0.001343217907125311,0.0018083338300323634,0.0038837829049121835,0.004364537236826584
0.004242318692435706,0.0006417189965654298,0.0010851463411097192,0.0026886400978570544
0.015625955423631883,0.0015775458355050725,0.003797162236710968,0.00562929869622593
0.005280799807085238,0.003266351558724951,0.0016361182397361912,0.0021682146100870624
0.086,0.004,0.01,0.006836590035753296
0.055,0.0014245466432431617,0.006,0.0020197685345979166
0.043,0.0035458584941123316,2.0744364331363398e-05,0.004063860732481948
0.037,0.0009208909142924875,0.013,0.005468271074151305
0.01263961599822583,0.0028669444068527613,0.00014393470558021448,0.007540484977575115
0.016,0.104,0.037,0.009065182281791505
0.016,0.031,0.059,0.007985975615783833
0.014158967322848881,0.069,0.037,0.005694917121590636
0.005389035090948683,0.0016129238894428308,0.0004007457567542914,0.007214124809391883
0.006831014862693357,0.00399467511388086,0.0010804638162250494,0.0036349386861854165
0.005228727997233765,0.0026146932665218016,0.0016329968911935402,0.0006416737025900693
0.007969683223775868,0.002270900064283078,0.000705720420525533,0.003271928714529245
0.00958985858671881,0.0027379162473907784,0.0038919139236818423,0.008496703700673508
0.026,0.032,0.013,0.004751565235853703
0.013088724871102514,0.0032251011204109275,0.002496574768009924,0.005467687577120954
0.178,0.856,0.141,0.00466778236401214
0.199,1.005,0.121,0.010824775980588949
1.884,0.145,0.737,0.010644768561963157
0.939,0.148,1.207,0.006542521183367692
0.937,0.078,0.887,0.002718654729293074
0.088,0.364,0.107,0.005304528910081426
0.119,0.461,0.012,0.007257562435936941
0.057,0.0008705312805133639,0.0013132363859562149,0.004276834258275894
0.092,0.124,0.14,0.0009821507745891387
0.143,0.075,0.022,0.007958121576266313
0.183,0.116,0.016,0.005726791685585124
0.0016558182243397166,0.003687732196954064,0.0014017813680303345,0.005223851457126807
0.01352589284124279,0.0032149955758450682,0.002850986360930484,0.0039627980278537575
0.003161202422101875,0.003109399694342983,0.0027538360998294368,0.0016253081226506037
0.107,0.082,0.016,0.00042264063021768935
0.003925697402989979,0.084,0.0021566142225668936,0.010570933209623636
0.008688216379758565,0.002519540094390879,0.0005045543163844894,0.0057863003960672895
0.081,0.052,0.0005507850676209976,0.008448387617192174
0.131,0.0017758874735438908,0.0027777858641513395,0.008296941072735252
0.006965595837714165,0.0016513461763637083,0.134,0.0061629312102633865
0.077,0.023,0.061,0.0021638993199504307
0.077,0.026,0.102,0.0040561663658828
0.075,0.027,0.074,0.00023416635014535136
0.012170896819295167,0.053,0.096,0.00425603495719133
0.095,0.029,0.148,0.0036075787328166365
0.001599852391306044,0.007,0.025,0.0052337327286873766
0.007425129761120403,0.008,0.024,0.0027705437589141727
0.094,0.03,0.152,0.009700829801429278
0.095,0.028,0.141,0.004265848935954541
0.091,0.028,0.134,0.010073584458261592
0.088,0.027,0.143,0.0008228040966722697
0.037,0.01,0.031,0.005615172563651691
0.09,0.028,0.146,0.008241218201983357
0.012759714674509063,0.007,0.022,0.005303753513166285
0.039,0.01,0.038,0.005703702754184482
0.101,0.026,0.152,0.004921922918279218
0.04,0.012,0.044,0.009943451833647646
0.098,0.028,0.153,0.00030092157902893824
0.095,0.028,0.193,0.008131096755013684
0.0030135522867341447,0.0022474407184244934,0.089,0.0050105659160726915
0.217,0.04,0.115,0.004783879175555251
0.243,0.04,0.097,0.009583512713030167
0.299,0.025,0.091,0.0028138203030967637
0.461,0.116,0.059,0.02
0.084,0.056,0.011,0.00594560175676785
0.048,0.061,0.008,0.004530835272553269
0.184,0.046,0.136,0.00809015217848628
0.029,0.008,0.056,0.002781911583523505
0.00672337830641116,0.002468560750336404,0.0014558313459321556,0.003914700157147143
0.059,0.088,0.000932991984050179,0.00848546060467802
0.013470209679383057,0.00350851134109021,0.003361105835508291,0.008457338081159723
0.007078223756413295,0.002818748566476247,0.002602265182219525,0.00033024228886184104
0.006317718569593913,0.0019736476548930615,0.00316927670177494,0.002898281533295645
0.0013741931169914618,0.00385899381672074,0.0019756942722823773,0.005950985688779595
0.0009409680996893518,0.0009191372913918245,0.002601080625931679,0.00897263851116305
0.004958011482301128,0.0025388060281150483,0.002835515942944309,0.0055671928327514445
0.269,1.046,0.175,0.0053911165425053805
0.138,0.213,0.137,0.0024705669427851477
0.19,0.621,0.124,0.015
0.157,0.217,0.147,0.00871592062754758
0.17,0.426,0.132,0.013
0.364,0.3,0.304,0.014
0.165,0.221,0.166,0.003668108324878514
0.207,0.579,0.132,0.012
0.156,0.288,0.105,0.004741480124046717
0.157,0.334,0.147,0.009105233716900992
0.215,0.242,0.171,0.011
0.192,0.216,0.161,0.012
0.162,0.367,0.104,0.012
0.216,0.269,0.185,0.009816640312048663
0.414,0.376,0.303,0.016
0.252,0.195,0.224,0.033
0.151,0.298,0.114,0.007028759250821946
0.129,0.269,0.113,0.0105139408745414
0.172,0.139,0.149,0.010201448827847548
0.008165647800908261,0.0010056798021169087,0.0010195833832348958,0.009809411494729546
0.011269212982115981,0.0007144636591174325,0.003008271697816304,0.00011838669699997027
0.058,0.06,0.0013463582228332505,0.051
0.172,0.057,0.0012312409144419481,0.005679531255491182
0.152,0.067,0.0033788293859769863,0.065
0.015548764706346288,0.002769704504299851,0.0008854623784411042,0.00076586225501839
0.261,0.121,0.444,0.011
0.123,0.0023459696645068977,0.0037251534595172616,0.0020939588214293906
0.086,0.0009575963536299406,0.0032806695194395104,0.006641085339282423
0.01536208354384338,0.00046634397288259467,0.00321381513556539,0.007533668150013172
0.026,0.056,0.023,0.00012024348817153861
0.0018371159246242943,0.014,0.005,0.005371603893170213
0.006646163112767351,0.005,0.007,0.005645066249177561
0.010962950053896045,0.015,0.0005537431120245619,0.010693130482419658
0.007143408048682579,0.005,0.015,0.008825970229718653
0.006992509730178805,0.006,0.009,0.0005600145058084596
0.105,0.025,0.009,0.004633054514966256
0.025,0.012,0.008,0.0024403148229226795
0.015390905564406795,0.095,0.0020290404454787526,0.009171188168929582
0.0020983279258855454,0.0008631468910144013,0.068,0.005880959426539686
0.038,0.003107266662699476,0.011,0.007137034815390127
0.135,0.005,0.013,0.0008478485122439513
0.052,0.005,0.009,0.008799883216269157
0.015515904140057463,0.001828741037873301,0.000992196728087106,0.0056831933965160895
0.049,0.006,0.005,0.010387185695422527
0.054,0.007,0.028,0.002088221131337644
0.003566187370211173,0.0015659874679572084,0.002719798759744667,0.00995536789229994
0.00906258646966999,0.0032642322448358527,0.0020346851880063297,0.001627321784376905
0.0003373165927338366,0.001431703981420947,0.0005391438662024233,0.004424453458735794
0.002012997339223558,0.0039046027721863336,0.0016099396242480668,0.0054533070548772045
0.004695281564016691,0.0017794060309308667,0.0035847562938857123,0.007993494075567677
0.117,0.081,0.019,0.005568302318578476
0.098,0.044,0.036,0.007824489943922354
0.036,0.009,0.079,0.003509836151384242
0.045,0.02,0.045,0.009831274079898773
0.0007970891045478616,0.001227161240112752,0.003986269361192561,0.00870368634952213
0.0005956803981852978,0.000972950107357621,3.9089101222889335e-05,0.0061353790714596
0.00614967752826447,0.00043847939200665785,0.00010213591794399379,0.004691166467450362
0.005235712007048861,0.0015606018732080118,0.002816361649500202,0.0019488700290254603
0.012817961828712702,0.0011877241650136705,0.0002037372630548897,0.0052913835208473065
0.007686322843547284,0.0007094391642057398,0.00022407892421152464,0.0038115065643347774
0.056,0.0001718107790422292,0.002604011922164737,0.004879943592529365
0.32,0.162,0.99,0.0036734029277045535
1.405,0.131,1.748,0.008681348277635852
0.012599522831368148,0.0028910577897542904,0.0036016736936427735,0.010709342549192355
0.039,0.016,0.12,0.01080652926837715
0.01575760609300233,0.0017448579810304375,0.0016068098712159382,0.006187283036946841
0.010619758833040598,0.0034357163862952663,0.0023359831242007155,0.0009487332863534697
0.0027816336101501504,0.0007980670480927264,0.0022227728223357186,0.009330791385302005
0.074,0.069,0.0008246768560308709,0.0076123466562092006
0.06,6.506961013020219e-05,0.00229012963716713,0.010639790375645917
0.013455881610854686,0.003972729907102088,0.0036197297127484444,0.002738285421692702
0.012364351931434927,0.07,0.0021931847745954407,0.0031424092431087142
0.553,0.017,0.295,0.008551460605646505
0.00431230828065476,0.00029027751641314215,0.0018030460385437745,0.00751137833437957
0.022,0.057,0.063,0.008705348125374188
0.05,0.019,0.08,0.007503715004538657
0.035,0.059,0.005,0.009146991388929823
0.05,0.019,0.008,0.004832813495171936
0.004337538917225524,0.0033983162824868145,0.003611722951917786,0.00445326686731269
0.059,0.0007801503286103886,0.0013019212615163985,0.0037263855991500716
0.005883580286697683,0.002088926695723288,0.003242652586546679,0.0017115314265276301
0.023,0.027,0.032,0.0032536871570645943
0.048,0.021,0.092,0.0032113799537277746
0.0038643928412754745,0.043,0.02,0.008830566474913279
0.01318979966404462,0.097,0.051,0.0007196993157079475
0.046,0.011,0.019,0.007397470565759808
0.056,0.01,0.019,0.0014468581197101238
0.098,0.016,0.223,0.005404924120984046
0.00217123012995261,0.003888956891375724,0.00024894545501069707,0.00474693265934181
0.01068072729144129,0.0016412888415133237,0.0019845724558146833,0.010856434861179959
0.087,0.0021842015303660083,0.0020139206143489326,0.0001938270370066797
0.078,0.084,0.000871313851103329,0.003909446692426781
0.017,0.006,0.046,0.007007827994210418
0.087,0.016,0.018,0.009334746893332503
0.134,0.075,0.194,0.007903204716080496
0.096,0.013,0.093,0.0017995275144945472
0.01084797087951868,0.000913877857997544,0.003672934753390026,0.0029336869732532176
0.0032512411904894326,0.0005340193904235587,0.0014199880673138891,0.010246793606987195
0.0018117035912965473,0.002075446763109755,0.0038906539057487425,0.008317163671139516
0.002926961057156371,0.001959329844040383,0.002646840063644964,0.0020259068679911603
0.015098913148762034,0.0018046346614980907,0.0023283581507957288,0.00729135688708451
0.105,0.001671114711320691,0.0014327765971658968,0.006154771634439999
0.193,0.053,0.002891545605370455,0.0006130580408332348
0.010199476088545163,0.265,0.028,0.0033487440426735104
0.015185833947758269,0.0022093123705636845,0.002187483309656706,0.0021960478151281794
0.013941116198970599,0.0002762376166628604,0.00333250168974161,0.010395630363236834
1.21,0.085,0.879,0.0077098483858269165
0.059,0.103,0.581,0.012
0.06,0.038,0.009,0.0035823850076268085
0.08,0.041,0.028,0.012
0.073,0.014,0.094,0.007993634992982893
0.012646387962176273,0.002349284751764433,0.0014836475439916304,0.007376410642658623
0.054,0.503,0.028,0.002925447497051503
0.084,0.287,0.062,0.0036890288099052093
0.057,0.235,0.046,0.010583221565189588
0.053,0.03,0.043,0.0017279621157012027
0.044,0.052,0.025,0.009277694152704638
0.076,0.118,0.056,0.008149529236290746
0.06,0.151,0.043,0.0033162579426008225
0.086,0.1,0.066,0.007491200034917615
0.058,0.001365427488019603,0.056,0.0038842064715057193
0.141,0.0008754185116975735,0.003940489055974603,0.004899834164586038
0.177,0.0009639966560029257,0.059,0.010475679295899008
0.177,0.0033871397103318254,0.001867850564798979,0.009547582163181297
0.012483322895520236,0.0013296459335926682,0.0025302612962295177,0.010574928862793797
0.242,0.003767285170748743,0.007,0.00483214612707499
0.0058270650794215355,0.0038243277677233135,0.0007301735788342047,0.010830153034320073
0.010877248940315769,0.00044887407994218973,0.00047429269864521565,0.008417124684436538
0.010198708988604909,0.003090435611175808,0.0019238296219203383,0.006968539955313851
0.063,0.0001125438467479425,0.0004008169648765363,0.0016630770096353322
0.009497493187272056,0.0016166529511509467,0.0013798572947992228,0.007029809331258399
0.122,0.00012869868557096575,0.003804468951366513,0.006526279770984791
0.044,0.0033438482715959952,0.113,0.009136342081671151
0.04,0.005,0.0014414239579933345,0.0037931122884790045
0.056,0.007,0.008,0.0014440806292516284
0.043,0.022,0.02,0.010685423920511264
0.037,0.005,0.005,0.010845268600842867
0.024,0.001332976553297764,0.006,0.00978869588587375
0.028,0.001982779766952478,0.007,0.006637265204791503
0.05,0.004,0.024,0.007045793531513058
0.056,0.005,0.012,0.004272746594306724
0.034,0.005,0.013,0.006973203524151479
0.04,0.094,0.01,0.00034699012632785983
0.029,0.119,0.007,0.00488031961885707
0.341,0.13,0.139,0.007850419450321052
0.264,0.033,0.176,0.0031701691239455127
0.262,0.031,0.202,0.005223276978404665
0.08,0.009,0.091,0.0007900634992927731
0.072,0.017,0.08,0.0020169590412488073
0.092,0.014,0.233,0.016
0.092,0.03,0.157,0.017
0.034,0.029,0.014,0.003991282045516232
0.032,0.009,0.006,0.004946355276650172
0.046,0.007,0.005,0.005937665593754371
0.043,0.006,0.006,0.005290345373721941
0.04,0.007,0.006,0.010735414553168244
0.03,0.003495983679104966,0.005,0.0045355872561646
0.002163505393561831,0.002665353022421224,0.104,0.004525142656690852
0.016,0.034,0.204,0.007524427548225598
0.015942856036749557,0.002145082351619809,0.003998261344852933,0.0009576982974538193
0.01356944067000389,0.0022594912281767676,0.0011474159274648362,0.0009660474163468167
0.017,0.013,0.005,0.008835465215082756
0.0018383835933588806,0.0031401416278827267,0.00217830895357335,0.0030099710902241235
0.008659486397261378,0.0010784474016128259,0.004,0.008718362932228349
0.016,0.0018706151869850984,0.016,0.0009151839114374097
0.054,0.0006734311247525327,0.0014476098043072888,0.009485616994156662
0.013552259361138618,0.0009229522801142931,0.0005061553409671076,0.010613857710725831
0.075,6.662111763854073e-05,0.003119169792035697,0.0032792556624747296
0.017,0.033,0.013,0.004489142718985087
0.11,0.042,0.011,0.004251724491163244
0.064,0.062,0.188,0.011
0.013607747217040108,0.000621156062794467,0.081,0.0019984251296160977
0.007910443714971401,0.003644743542358407,0.072,0.004400169190844296
0.08,0.069,0.183,0.01015324967538228
0.084,0.076,0.16,0.0026614622464117103
0.073,0.04,0.101,0.0011962606762637598
0.124,0.107,0.316,0.009543007837075746
0.273,0.057,0.293,0.0041741353673078
0.076,0.299,0.042,0.010013069186148069
0.139,0.036,0.156,0.003797787933179018
0.098,0.184,0.02,0.0013064673800604243
