,order_date_received,accessioning_type,sample_id,arsenic_ug_g,cadmium_ug_g,lead_ug_g,mercury_ug_g
734,09/25/2020 10:27 AM,Flower,200925-015,0.0449333333333,0.0133666666667,0.0759333333333,0.0064
735,09/25/2020 10:27 AM,Flower,200925-016,0.0426,0.0181333333333,0.0677333333333,0.00773333333333
736,09/25/2020 10:27 AM,Flower,200925-017,0.0755333333333,0.0211666666667,0.121333333333,0.00623333333333
737,09/25/2020 10:27 AM,Flower,200925-018,0.0425,0.0150333333333,0.0485,0.00696666666667
738,09/25/2020 10:27 AM,Flower,200925-019,0.0405333333333,0.0201,0.0574333333333,0.0077
742,09/28/2020 02:40 PM,Flower,200928-009,0.294666666667,0.0262333333333,0.496333333333,0.0151
743,09/28/2020 02:40 PM,Flower,200928-010,0.213666666667,0.0213666666667,0.153666666667,0.0137333333333
744,09/28/2020 02:40 PM,Flower,200928-011,0.160333333333,0.0227333333333,0.246666666667,0.0125333333333
745,09/28/2020 02:40 PM,Flower,200928-012,0.174,0.0230666666667,0.201333333333,0.0131
746,09/28/2020 02:40 PM,Flower,200928-013,0.0771666666667,0.0396333333333,0.161666666667,0.00926666666667
747,09/28/2020 02:40 PM,Flower,200928-014,0.119666666667,0.0498333333333,0.228666666667,0.0121
748,09/28/2020 02:40 PM,Flower,200928-015,0.062,0.019,0.11,0.00996666666667
749,09/28/2020 02:40 PM,Flower,200928-016,0.0797,0.0207333333333,0.113666666667,0.0098
750,09/28/2020 02:40 PM,Flower,200928-017,0.0289333333333,0.0235333333333,0.0289333333333,0.00906666666667
751,09/28/2021 03:57 PM,Flower,210928-030,0.0148,0.034,0.0703333333333,0.0161
752,09/28/2021 03:57 PM,Flower,210928-031,0.0157333333333,0.025,0.0594333333333,0.0167
753,09/28/2021 03:57 PM,Flower,210928-032,0.0276666666667,0.0907666666667,0.0596333333333,0.0152
754,09/28/2021 03:57 PM,Flower,210928-033,,0.0520333333333,0.0560333333333,0.0157333333333
755,09/29/2020 10:57 AM,Flower,200929-007,0.101133333333,0.0306666666667,0.426,0.0228666666667
756,09/29/2020 10:57 AM,Flower,200929-008,0.113,0.0532666666667,0.248333333333,0.0062
757,09/29/2020 10:57 AM,Flower,200929-009,0.0932333333333,0.0178666666667,0.233,0.00623333333333
758,09/29/2020 10:57 AM,Flower,200929-010,0.0123666666667,,0.0777666666667,
759,09/29/2020 10:57 AM,Flower,200929-011,0.0355666666667,6.66666666667e-05,0.194666666667,
760,09/29/2020 10:57 AM,Flower,200929-012,0.250333333333,0.0131333333333,0.578666666667,0.0175333333333
761,09/29/2020 10:57 AM,Flower,200929-013,0.18,0.00413333333333,0.491,
762,09/29/2020 10:57 AM,Flower,200929-014,0.0480333333333,0.00643333333333,0.156333333333,
763,09/29/2020 10:57 AM,Flower,200929-015,0.0252,0.000866666666667,0.136333333333,
764,09/29/2020 10:57 AM,Flower,200929-016,0.0443333333333,0.00503333333333,0.170333333333,
765,09/29/2020 10:57 AM,Flower,200929-017,0.0752333333333,0.0184,0.239666666667,
766,09/29/2020 10:57 AM,Flower,200929-018,0.0572666666667,0.00563333333333,0.203666666667,
767,09/29/2020 10:57 AM,Flower,200929-019,0.0959333333333,0.00326666666667,0.312333333333,
768,09/29/2020 10:57 AM,Flower,200929-020,0.0163,,0.238,
769,09/29/2020 10:57 AM,Flower,200929-021,0.0772,0.000633333333333,0.385666666667,0.00216666666667
770,09/29/2020 12:46 PM,Flower,200929-022,,,,
774,09/30/2020 12:28 PM,Flower,200930-007,0.0445333333333,0.038,0.731666666667,
775,09/30/2020 12:28 PM,Flower,200930-008,0.0303666666667,0.0199666666667,0.259333333333,
776,09/30/2020 12:28 PM,Flower,200930-009,,0.0271,0.254,
777,09/30/2020 12:28 PM,Flower,200930-010,0.0538,0.0067,0.267333333333,
783,10/02/2020 12:35 PM,Flower,201002-023,0.0262666666667,0.0119,0.233333333333,
784,10/02/2020 12:35 PM,Flower,201002-024,0.0536,0.0083,0.282333333333,
789,10/02/2020 12:35 PM,Flower,201002-029,0.0622333333333,0.0165,0.110666666667,0.0003
790,10/05/2020 03:25 PM,Flower,201005-008,0.176666666667,0.0173333333333,0.303666666667,0.0101
791,10/05/2020 03:25 PM,Flower,201005-009,0.111,0.0177,0.206,0.00873333333333
792,10/05/2020 03:25 PM,Flower,201005-010,0.0241,0.0126,0.0125666666667,0.0071
793,10/05/2020 03:25 PM,Flower,201005-011,0.109,0.0122,0.0920666666667,0.0136
794,10/05/2020 03:25 PM,Flower,201005-012,0.0582,0.0112,0.109666666667,0.0114
798,10/06/2020 01:09 PM,Flower,201006-020,0.0243333333333,0.0085,0.0848,0.00766666666667
799,10/06/2020 01:09 PM,Flower,201006-021,0.0354,0.0352333333333,0.0435666666667,0.00676666666667
801,10/06/2020 12:59 PM,Flower,201006-018,0.199666666667,0.0951,0.364666666667,0.0110333333333
802,10/06/2021 09:49 AM,Flower,210930-013,0.0247333333333,0.0900333333333,0.0702,0.0128333333333
807,10/07/2021 04:07 PM,Flower,211007-010,0.0294,0.197333333333,0.0889666666667,0.0146333333333
811,10/08/2020 08:47 AM,Flower,201008-012,0.322666666667,0.0478333333333,0.0322666666667,0.00656666666667
819,10/08/2020 12:34 PM,Flower,201008-028,0.0341,0.00843333333333,0.157333333333,0.0071
824,10/09/2020 08:44 AM,Flower,201008-019,0.227333333333,0.0320333333333,0.446666666667,0.00986666666667
830,10/11/2021 12:47 PM,Flower,211011-035,0.0172,0.0009,0.0564666666667,0.00573333333333
843,10/13/2020 10:56 AM,Flower,201013-018,0.0464666666667,0.0019,0.101,
844,10/13/2020 10:56 AM,Flower,201013-019,0.0561,0.0051,0.134666666667,
845,10/13/2020 10:56 AM,Flower,201013-020,0.991333333333,0.0182666666667,1.91,0.00523333333333
846,10/13/2020 10:56 AM,Flower,201013-021,0.321666666667,0.0103,0.564666666667,
847,10/13/2020 10:56 AM,Flower,201013-022,0.435,0.0062,2.08,0.00306666666667
848,10/13/2020 10:56 AM,Flower,201013-023,0.109666666667,0.0107,0.261666666667,0.0025
851,10/13/2020 10:56 AM,Flower,201013-026,0.106333333333,0.0143,0.657333333333,
852,10/13/2020 10:56 AM,Flower,201013-027,0.451333333333,0.0613,0.890666666667,
853,10/13/2020 10:56 AM,Flower,201013-028,0.0074,0.0486,0.0563,
854,10/13/2020 10:56 AM,Flower,201013-029,0.00673333333333,0.0243666666667,0.0869333333333,
855,10/13/2021 08:30 AM,Flower,211013-009,0.321333333333,0.0663666666667,0.0186333333333,0.0084
856,10/14/2020 03:24 PM,Flower,201014-040,0.0149,0.0109666666667,0.0739666666667,
857,10/14/2020 03:24 PM,Flower,201014-041,0.210666666667,0.0396,0.917,
863,10/15/2020 02:44 PM,Flower,201015-029,0.0924666666667,0.0606,0.00633333333333,
868,10/16/2020 01:08 PM,Flower,201016-021,0.0389333333333,0.0125,0.0478333333333,
869,10/16/2020 01:08 PM,Flower,201016-022,0.0180666666667,0.0111,0.0219333333333,
870,10/16/2020 01:08 PM,Flower,201016-023,0.0662333333333,0.00566666666667,0.0931666666667,0.001
871,10/16/2020 01:08 PM,Flower,201016-024,0.0453,0.00396666666667,0.0556666666667,
872,10/16/2020 01:08 PM,Flower,201016-025,0.174666666667,0.018,0.270333333333,
873,10/16/2020 01:08 PM,Flower,201016-026,0.0569,0.0242333333333,0.0969,
875,10/16/2020 08:59 AM,Flower,201015-026,0.0535666666667,0.0602666666667,0.0156666666667,0.00216666666667
876,10/16/2020 08:59 AM,Flower,201015-027,0.0499666666667,0.110666666667,0.0397666666667,0.0019
878,10/16/2020 12:41 PM,Flower,201014-002,0.0713666666667,0.0564666666667,,
879,10/16/2020 12:41 PM,Flower,201014-003,0.0821,0.0551,,
880,10/16/2020 12:41 PM,Flower,201014-004,0.075,0.0189,,
881,10/16/2020 12:41 PM,Flower,201014-005,0.0613,0.0167333333333,,
882,10/16/2020 12:41 PM,Flower,201014-006,0.0537333333333,0.0191666666667,,
883,10/16/2020 12:41 PM,Flower,201014-007,0.0661333333333,0.0174333333333,,
884,10/16/2020 12:41 PM,Flower,201014-008,0.0787666666667,0.0544666666667,,
885,10/16/2020 12:41 PM,Flower,201014-009,0.0553333333333,0.0476333333333,,
886,10/16/2020 12:41 PM,Flower,201014-010,0.0495,0.0511666666667,,
887,10/16/2020 12:41 PM,Flower,201014-011,0.0228666666667,0.0422,,
888,10/16/2020 12:41 PM,Flower,201014-012,0.0387333333333,0.0465,,
889,10/16/2020 12:41 PM,Flower,201014-013,0.0633,0.0405333333333,,
890,10/16/2020 12:41 PM,Flower,201014-014,0.0495666666667,0.0352666666667,,
891,10/16/2020 12:41 PM,Flower,201014-015,0.0617,0.0270333333333,,
892,10/16/2020 12:41 PM,Flower,201014-016,0.0558,0.0734333333333,,
893,10/16/2020 12:41 PM,Flower,201014-017,0.0747666666667,0.0353,,
894,10/16/2020 12:41 PM,Flower,201014-018,0.1068,0.0341,,
895,10/16/2020 12:41 PM,Flower,201014-019,0.0422333333333,0.0174666666667,,
896,10/16/2020 12:41 PM,Flower,201014-020,0.0551666666667,0.0198333333333,0.0286333333333,0.00793333333333
897,10/16/2020 12:41 PM,Flower,201014-021,0.0563,0.0272333333333,0.0289666666667,0.00706666666667
898,10/16/2020 12:41 PM,Flower,201014-022,0.0744666666667,0.0192,0.0315,0.00606666666667
899,10/16/2020 12:41 PM,Flower,201014-023,0.0521666666667,0.0179333333333,0.0335666666667,0.00576666666667
900,10/16/2020 12:41 PM,Flower,201014-024,0.112,0.0237333333333,0.0441666666667,0.00546666666667
901,10/16/2020 12:41 PM,Flower,201014-025,0.0517666666667,0.0275666666667,0.0295,0.00323333333333
902,10/16/2020 12:41 PM,Flower,201014-026,0.0239666666667,0.0204,0.0307666666667,0.00353333333333
903,10/16/2020 12:41 PM,Flower,201014-027,0.0336666666667,0.0192333333333,0.0316666666667,0.0031
904,10/16/2020 12:41 PM,Flower,201014-028,0.0417666666667,0.0274333333333,0.0314,0.00376666666667
905,10/16/2020 12:41 PM,Flower,201014-029,0.1115,0.0111,0.0302666666667,0.0024
906,10/16/2020 12:41 PM,Flower,201014-030,0.0754,0.00956666666667,0.0355,0.00236666666667
907,10/16/2020 12:41 PM,Flower,201014-031,0.122333333333,0.0117,0.0327666666667,0.0032
911,10/18/2021 04:27 PM,Leaf/Mixed Plant Material,211014-013,0.00443333333333,0.159,0.0236666666667,0.00726666666667
915,10/18/2021 11:39 AM,Leaf/Mixed Plant Material,211015-025,0.048,0.0532,0.123333333333,0.0178333333333
916,10/18/2021 11:39 AM,Leaf/Mixed Plant Material,211015-026,0.0810333333333,0.0647666666667,0.112666666667,0.0167
917,10/18/2021 11:39 AM,Leaf/Mixed Plant Material,211015-027,0.0680666666667,0.0656666666667,0.147666666667,0.0146666666667
918,10/19/2020 01:15 PM,Flower,201019-014,0.29,0.0423666666667,0.243,0.0037
919,10/19/2020 01:15 PM,Flower,201019-015,0.229666666667,0.180666666667,0.319333333333,0.00603333333333
920,10/19/2020 01:15 PM,Flower,201019-016,0.0359333333333,0.00683333333333,0.0866,0.0021
924,10/19/2020 01:15 PM,Flower,201019-020,0.00473333333333,0.0658333333333,0.0275333333333,0.00136666666667
927,10/19/2020 01:58 PM,Flower,201018-003,0.132333333333,0.102666666667,0.423666666667,0.00923333333333
928,10/19/2020 01:58 PM,Flower,201018-004,0.286,0.377666666667,0.591666666667,0.0092
929,10/19/2020 01:58 PM,Flower,201018-005,0.797666666667,0.283666666667,1.18,0.0141
933,10/20/2020 11:56 AM,Flower,201020-002,0.0671333333333,0.0257333333333,0.0349666666667,0.00196666666667
934,10/20/2020 11:56 AM,Flower,201020-003,0.0649,0.0214666666667,0.0403333333333,0.00193333333333
938,10/21/2021 11:37 AM,Flower,211021-008,0.0272666666667,0.0164,0.071,0.00223333333333
942,10/22/2020 11:04 AM,Flower,201022-009,0.310666666667,0.124666666667,0.697666666667,0.0127666666667
943,10/22/2020 11:04 AM,Flower,201022-010,0.497666666667,0.0463,0.972666666667,0.0126666666667
944,10/22/2020 11:04 AM,Flower,201022-011,0.316333333333,0.0735,0.538333333333,0.0100333333333
945,10/22/2020 11:04 AM,Flower,201022-012,0.475333333333,0.0329,0.840666666667,0.0108666666667
946,10/22/2020 11:04 AM,Flower,201022-013,0.342,0.0771,0.61,0.00903333333333
947,10/22/2020 11:04 AM,Flower,201022-014,0.0802666666667,0.0151666666667,0.187666666667,0.00743333333333
948,10/22/2020 11:04 AM,Flower,201022-015,0.377666666667,0.0570666666667,0.666333333333,0.0246
949,10/22/2021 10:30 AM,Leaf/Mixed Plant Material,211021-009,0.0661666666667,0.0198666666667,0.121333333333,0.000533333333333
950,10/22/2021 10:30 AM,Leaf/Mixed Plant Material,211021-010,0.113,0.0083,0.210666666667,0.00103333333333
956,10/23/2020 01:54 PM,Flower,201023-031,0.185333333333,0.123666666667,0.321666666667,0.0156
958,10/23/2020 01:54 PM,Flower,201023-033,0.280333333333,0.24,0.5,0.0158
959,10/23/2020 01:54 PM,Flower,201023-034,0.329333333333,0.297666666667,0.656666666667,0.0163666666667
960,10/23/2020 01:54 PM,Flower,201023-035,0.0571666666667,0.0246333333333,0.134333333333,0.0078
963,10/26/2020 12:08 PM,Flower,201026-005,0.0617333333333,0.016,0.161,0.015
967,10/26/2021 11:15 AM,Leaf/Mixed Plant Material,211026-009,0.0868333333333,0.101333333333,0.0998666666667,0.000366666666667
968,10/26/2021 11:15 AM,Leaf/Mixed Plant Material,211026-010,0.0756666666667,0.292333333333,0.0921,
969,10/26/2021 11:15 AM,Leaf/Mixed Plant Material,211026-011,0.0235666666667,0.0141333333333,0.0250333333333,
986,10/29/2020 12:32 PM,Flower,201028-019,0.0438,0.0199333333333,0.0148666666667,0.00833333333333
987,10/29/2020 12:32 PM,Flower,201028-020,0.0639,0.0184333333333,0.0128333333333,0.0039
988,10/29/2020 12:32 PM,Flower,201028-021,0.0241333333333,0.0313333333333,0.0112333333333,0.00396666666667
989,10/29/2020 12:32 PM,Flower,201028-022,0.0233333333333,0.0157,0.0117666666667,0.00316666666667
990,10/29/2020 12:32 PM,Flower,201028-023,0.0682333333333,0.0092,0.0104333333333,0.00433333333333
991,10/29/2020 12:32 PM,Flower,201028-024,0.0513666666667,0.0159666666667,0.0121333333333,0.00293333333333
992,10/29/2020 12:32 PM,Flower,201028-025,0.0719,0.0105,0.0122,0.00283333333333
993,10/29/2020 12:32 PM,Flower,201028-026,0.0698666666667,0.00943333333333,0.0117666666667,0.0026
994,10/29/2020 12:32 PM,Flower,201028-027,0.0656,0.0332,0.0158,0.002
995,10/29/2020 12:32 PM,Flower,201028-028,0.0713666666667,0.0284,0.0124333333333,0.0021
996,10/29/2020 12:32 PM,Flower,201028-029,0.0822,0.0267333333333,0.014,0.0021
997,10/29/2020 12:32 PM,Flower,201028-030,0.104366666667,0.0177666666667,0.0117,0.0019
998,10/29/2020 12:32 PM,Flower,201028-031,0.127666666667,0.0083,0.013,0.00176666666667
999,10/29/2020 12:32 PM,Flower,201028-032,0.131666666667,0.0076,0.0153333333333,0.0025
1000,10/29/2020 12:32 PM,Flower,201028-033,0.0640333333333,0.0237666666667,0.0296666666667,0.00196666666667
1001,10/29/2020 12:32 PM,Flower,201028-034,0.110333333333,0.0222666666667,0.0177333333333,0.00226666666667
1002,10/29/2020 12:32 PM,Flower,201028-035,0.129,0.0228,0.0114666666667,0.0015
1003,10/29/2020 12:32 PM,Flower,201028-036,0.0921333333333,0.0239,0.0126333333333,0.00136666666667
1004,10/29/2020 12:32 PM,Flower,201028-037,0.1004,0.0194,0.0126,0.000633333333333
1005,10/29/2020 12:32 PM,Flower,201028-038,0.112433333333,0.0248666666667,0.0154333333333,
1006,10/29/2020 12:32 PM,Flower,201028-039,0.191,0.0209333333333,0.0145666666667,
1007,10/29/2020 12:32 PM,Flower,201028-040,0.0554,0.0148333333333,0.0115666666667,
1008,10/29/2020 12:32 PM,Flower,201028-041,0.0832,0.0189666666667,0.0111,
1009,10/29/2020 12:32 PM,Flower,201028-042,0.0428666666667,0.0201666666667,0.0117333333333,
1010,10/29/2020 12:32 PM,Flower,201028-043,0.0656666666667,0.0917666666667,0.0118333333333,
1011,10/29/2020 12:32 PM,Flower,201028-044,0.0823333333333,0.0711,0.0114333333333,
1012,10/29/2020 12:32 PM,Flower,201028-045,0.0985666666667,0.0953666666667,0.0181,
1013,10/29/2020 12:32 PM,Flower,201028-046,0.707,0.275666666667,0.0739,0.0045
1014,10/29/2020 12:32 PM,Flower,201028-047,0.0741333333333,0.0321333333333,0.0162666666667,0.00166666666667
1015,10/29/2020 12:32 PM,Flower,201028-048,0.0420666666667,0.0212666666667,0.0599333333333,0.00246666666667
1016,10/29/2020 12:32 PM,Flower,201028-049,0.0363333333333,0.0236333333333,0.0168,0.00206666666667
1017,10/29/2020 12:32 PM,Flower,201028-050,0.0571666666667,0.0333666666667,0.0220333333333,0.00193333333333
1018,10/29/2020 12:32 PM,Flower,201028-051,,0.022,0.0140666666667,0.0021
1019,10/29/2020 12:32 PM,Flower,201028-052,0.0359666666667,0.0104333333333,0.0151333333333,0.00196666666667
1020,10/29/2020 12:32 PM,Flower,201028-053,0.0475,0.0073,0.0133333333333,0.00173333333333
1021,10/29/2020 12:32 PM,Flower,201028-054,0.0658666666667,0.00963333333333,0.0149333333333,0.0017
1022,11/01/2021 03:04 PM,Leaf/Mixed Plant Material,211026-015,0.26,0.0885,0.27,0.0124
1030,11/02/2020 02:32 PM,Flower,201102-037,0.170666666667,0.168666666667,0.255666666667,0.0555666666667
1031,11/02/2020 02:32 PM,Flower,201102-038,0.187333333333,0.134,0.234333333333,0.0564333333333
1033,11/02/2020 11:58 AM,Flower,201102-041,0.0209,0.00616666666667,0.308666666667,0.00383333333333
1034,11/02/2021 12:17 PM,Flower,211102-017,0.008,0.102,0.0762,0.01
1035,11/03/2020 02:13 PM,Flower,201103-018,0.0995,0.0738,,0.00136666666667
1042,11/04/2020 02:09 PM,Flower,201104-007,0.00396666666667,0.00626666666667,0.00723333333333,
1043,11/04/2020 02:09 PM,Flower,201104-008,0.0254666666667,0.0068,0.0175333333333,
1044,11/04/2020 02:09 PM,Flower,201104-009,0.62,0.0318333333333,0.992333333333,0.0119333333333
1045,11/04/2020 02:09 PM,Flower,201104-010,0.0578666666667,0.0101,0.129333333333,
1046,11/04/2020 02:09 PM,Flower,201104-011,0.216,0.0185666666667,0.422333333333,0.00983333333333
1057,11/05/2020 01:43 PM,Flower,201105-014,0.0409333333333,0.264666666667,0.0763,0.0110333333333
1065,11/06/2020 08:39 AM,Flower,201106-001,0.611,0.0316,0.0207,0.0101
1066,11/08/2021 08:37 AM,Flower,211104-009,0.278666666667,0.0135,,
1068,11/09/2021 10:04 AM,Flower,211109-004,,0.0360333333333,0.0432,0.00283333333333
1078,11/11/2020 11:24 AM,Flower,201111-002,1.03233333333,0.122333333333,2.33,0.00586666666667
1095,11/12/2020 02:49 PM,Flower,201110-001,0.144666666667,0.0901666666667,0.249666666667,0.0235666666667
1105,11/15/2021 09:04 AM,Flower,211115-001,1,0.01,0.1,2
1112,11/16/2020 02:01 PM,Flower,201115-002,,0.21,,
1116,11/16/2021 09:38 AM,Flower,211115-002,0.0401,0.0427333333333,0.0143666666667,0.007
1129,11/18/2021 01:21 PM,Flower,211118-019,0.0105666666667,0.0499333333333,0.0224,0.0109333333333
1130,11/18/2021 01:21 PM,Flower,211118-020,0.0196333333333,0.081,0.0192666666667,0.00863333333333
1131,11/18/2021 01:21 PM,Flower,211118-021,0.00213333333333,0.0354,0.0203333333333,0.00943333333333
1135,11/19/2020 08:54 AM,Flower,201119-024,0.149366666667,0.0309,0.129,0.00543333333333
1137,11/20/2020 02:17 PM,Flower,201120-019,0.0641666666667,0.00803333333333,0.97,0.0077
1138,11/20/2020 03:26 PM,Flower,201120-004,0.108,0.0865666666667,0.0171666666667,0.00643333333333
1143,11/20/2020 09:11 AM,Leaf/Mixed Plant Material,201119-052,0.0817,0.00473333333333,0.0483,0.00396666666667
1160,11/23/2020 11:01 AM,Flower,201119-047,0.0724333333333,0.0244333333333,0.156666666667,0.00426666666667
1170,11/29/2021 12:22 PM,Leaf/Mixed Plant Material,211124-007,0.0636,0.0405333333333,0.0806333333333,0.0195
1173,12/01/2020 12:59 PM,Flower,201201-002,0.238333333333,0.174333333333,0.442,0.0215
1198,12/04/2020 01:39 PM,Flower,201204-006,,0.0144,0.0184,0.00923333333333
1199,12/04/2020 01:39 PM,Flower,201204-007,0.0149333333333,0.0113,0.0753666666667,0.00786666666667
1203,12/04/2020 10:14 AM,Flower,201204-004,-0.0055,0.0169,0.0492,0.0124
1204,12/04/2020 10:14 AM,Flower,201204-005,-0.0044,0.0134,0.0877,0.0129
1205,12/06/2021 11:30 AM,Flower,211203-026,0.127333333333,0.278333333333,0.179,0.008
1206,12/06/2021 11:30 AM,Flower,211203-027,0.146333333333,0.391666666667,0.2,0.00876666666667
1207,12/06/2021 11:30 AM,Flower,211203-028,0.123666666667,0.179333333333,0.139,0.00836666666667
1208,12/06/2021 11:30 AM,Flower,211203-029,0.130333333333,0.106333333333,0.172333333333,0.00643333333333
1209,12/07/2020 02:37 PM,Flower,201207-015,0.0151333333333,0.0502333333333,0.00816666666667,0.00586666666667
1210,12/07/2020 02:37 PM,Flower,201207-016,0.0412666666667,0.0210666666667,0.0103333333333,0.0053
1217,12/08/2020 02:16 PM,Flower,201208-022,0.000766666666667,0.0099,0.0745,0.0073
1223,12/08/2021 11:08 AM,Leaf/Mixed Plant Material,211207-004,0.46,0.0655333333333,0.626333333333,0.0678333333333
1224,12/08/2021 11:08 AM,Leaf/Mixed Plant Material,211207-005,0.180333333333,1.3,0.504,0.0229666666667
1226,12/09/2021 01:15 PM,Leaf/Mixed Plant Material,211209-062,0.0493333333333,0.0992666666667,0.158,0.0171333333333
1228,12/10/2020 12:28 PM,Flower,201209-013,0.0121,0.0404666666667,0.0616333333333,0.0110333333333
1229,12/10/2020 12:28 PM,Flower,201209-014,0.0175,0.0288,0.0215666666667,0.0100333333333
1234,12/11/2020 12:51 PM,Flower,201211-014,0.127666666667,0.0264,,
1236,12/14/2020 12:24 PM,Flower,201214-014,0.226333333333,0.0931,0.213333333333,
1237,12/14/2020 12:24 PM,Flower,201214-015,0.0120666666667,0.135333333333,0.0371333333333,
1238,12/14/2021 01:50 PM,Flower,211214-003,0.04,0.0244,0.0316,0.0093
1239,12/14/2021 01:50 PM,Flower,211214-004,0.0272666666667,0.0565333333333,0.0741,0.0098
1243,12/16/2020 03:20 PM,Flower,201216-012,,0.0242333333333,0.0368,0.0119666666667
1246,12/16/2020 12:24 PM,Leaf/Mixed Plant Material,201215-031,,1.29333333333,0.658666666667,0.00716666666667
1247,12/16/2020 12:24 PM,Leaf/Mixed Plant Material,201215-032,,0.00933333333333,0.0431333333333,0.01
1260,12/21/2021 11:10 AM,Flower,211221-002,0.1066,0.0917,0.117666666667,0.0238666666667
1261,12/22/2020 01:54 PM,Leaf/Mixed Plant Material,201218-033,0.141666666667,1.32,4.01,0.0174333333333
1270,12/30/2020 11:31 AM,Flower,201229-029,,0.039,0.0209666666667,0.0113
1271,12/30/2020 11:31 AM,Flower,201229-030,,0.0156333333333,0.0536333333333,0.0108
